00000,-7,14
00001,1,9
00010,-8,15
00011,10,6
00100,-6,13
00101,17,5
00110,-5,12
00111,17,5
01000,-7,14
01001,9,7
01010,1,9
01011,17,5
01100,1,9
01101,22,3
01110,-1,10
01111,23,2
10000,-7,14
10001,1,9
10010,-7,14
10011,17,5
10100,-5,11
10101,17,5
10110,-5,11
10111,22,3
11000,-7,14
11001,17,5
11010,-7,14
11011,17,5
11100,2,8
11101,21,4
11110,1,9
11111,24,1
